,text,clean
8004,Türkiye-Macaristan Dostluk Anlaşması’nın 100’üncü yıl dönümü vesilesiyle 2024 boyunca idrak edeceğimiz Türkiye-Macaristan Kültür Yılı’nın açılışını Cumhurbaşkanı Sayın Novak ve Başbakan Sayın Orban ile birlikte Budapeşte’de gerçekleştirdik.                                          Bir yıl boyunca sürecek etkinlikler Türk ve Macar halklarını birbirlerine daha da yakınlaştıracak... 🇹🇷🇭🇺,türkiyemacaristan dostluk anlaşması yıl dönümü vesilesiyle boyunca idrak edeceğimiz türkiyemacaristan kültür yılı açılışını cumhurbaşkanı sayın novak başbakan sayın orban birlikte budapeşte gerçekleştirdik yıl boyunca sürecek etkinlikler türk macar halklarını birbirlerine yakınlaştıracak
8005,Macaristan Başbakanı Viktor Orban ile Anlaşmaların İmza Töreni ve Ortak Basın Toplantısı https://nitter.mint.lgbt/i/broadcasts/1mrxmyDLOABxy,macaristan başbakanı viktor orban anlaşmaların imza töreni ortak basın toplantısı
8006,Macaristan'da Resmî Karşılama Töreni ve Meçhul Asker Anıtı'nı Ziyaret https://nitter.mint.lgbt/i/broadcasts/1OyKAWRqOkeJb,macaristan resmî karşılama töreni meçhul asker anıtı ziyaret
8007,FIVB Kadınlar Voleybol Kulüpler Dünya Şampiyonluğuna üçüncü kez erişen Eczacıbaşı Spor Kulübü’nü canıgönülden tebrik ediyorum.  Tarihte ilk defa finalde karşı karşıya gelen ve bizleri gururlandıran iki Türk voleybol takımımız Eczacıbaşı ve Vakıfbank’a teşekkür ediyorum. 🏐🇹🇷,fıvb kadınlar voleybol kulüpler dünya şampiyonluğuna üçüncü erişen eczacıbaşı spor kulübü canıgönülden tebrik ediyorum tarihte finalde karşı karşıya gelen bizleri gururlandıran türk voleybol takımımız eczacıbaşı vakıfbank teşekkür ediyorum
8008,"Cumhurbaşkanımız @RTErdogan:  “Çocuklarımızı medeniyetimize, tarihimize ve kültürümüze uygun şekilde yetiştirme meselesini önceliklerimizin en başına koymak mecburiyetindeyiz.”",cumhurbaşkanımız çocuklarımızı medeniyetimize tarihimize kültürümüze uygun yetiştirme meselesini önceliklerimizin başına koymak mecburiyetindeyiz
8009,"Bugün vefat haberini derin bir teessürle öğrendiğimiz aziz kardeşim, Kuveyt Emîri Şeyh Nevvaf’a Allah’tan rahmet ve mağfiret diliyorum.  Dost ve kardeş Kuveyt halkına milletim adına taziyelerimi sunuyorum.                                                                             Merhum Şeyh Nevvaf, Türkiye’nin samimi ve güvenilir bir dostu olarak her zaman hayırla yâd edilecektir.  Yeni Kuveyt Emîri, kardeşim Şeyh Meşal’e de Rabbimden muvaffakiyetler niyaz ediyorum.",bugün vefat haberini derin teessürle öğrendiğimiz aziz kardeşim kuveyt emîri şeyh nevvaf allah rahmet mağfiret diliyorum dost kardeş kuveyt halkına milletim adına taziyelerimi sunuyorum merhum şeyh nevvaf türkiye samimi güvenilir dostu zaman hayırla yâd edilecektir yeni kuveyt emîri kardeşim şeyh meşal rabbimden muvaffakiyetler niyaz ediyorum
8010,İlim Yayma Mükâfatları Töreni https://nitter.mint.lgbt/i/broadcasts/1OdKrjnaQQnKX,ilim yayma mükâfatları töreni
8011,"Bu akşam oynanan MKE Ankaragücü-Çaykur Rizespor müsabakası sonrasında hakem Halil Umut Meler’e yapılan saldırıyı kınıyor, kendisine geçmiş olsun dileklerimi iletiyorum.   Spor, barış ve kardeşlik demektir. Spor şiddetle bağdaşmaz. Şiddetin Türk sporunun içinde barınmasına asla izin vermeyeceğiz.",akşam oynanan mke ankaragücüçaykur rizespor müsabakası sonrasında hakem halil umut meler yapılan saldırıyı kınıyor kendisine geçmiş olsun dileklerimi iletiyorum spor barış kardeşlik demektir spor şiddetle bağdaşmaz şiddetin türk sporunun barınmasına izin vermeyeceğiz
8012,"Cumhurbaşkanımız @RTErdogan:  “85 milyonun her bir ferdini ‘Bir Damla da Sen Ol’ parolasıyla yürüttüğümüz su verimliliği seferberliğimize destek olmaya, katkı vermeye çağırıyorum. Hayatının her safhasında suyun kıymetini bilen tüm vatandaşlarıma teşekkür ediyorum.”",cumhurbaşkanımız milyonun ferdini damla parolasıyla yürüttüğümüz su verimliliği seferberliğimize destek olmaya katkı vermeye çağırıyorum hayatının safhasında suyun kıymetini bilen vatandaşlarıma teşekkür ediyorum
8013,"Olağanüstü gayretlerimiz neticesinde “su akar, Türk bakar” sözü tarihe karıştı. Bunun yerini, hizmete aldığımız 10 bin 86 tesisle “su akar, Türk yapar” sözü aldı…",olağanüstü gayretlerimiz neticesinde su akar türk bakar sözü tarihe karıştı yerini hizmete aldığımız tesisle su akar türk yapar sözü aldı
8014,"Bugün Devlet Su İşleri tarafından inşa edilen, yatırım bedeli 53 milyar lirayı bulan 369 tesisimizin resmî açılışını gerçekleştirdik.  Türk ekonomisine yıllık 5 milyar lira katkı sağlayacak tesislerimizin her birinin aziz milletimize hayırlı ve uğurlu olmasını temenni ediyorum.    Her zaman söylüyorum:  Biz meydanlarda verdiği sözleri göreve gelince unutanlardan değiliz.  Biz seçim döneminde esip gürleyip sonra sesi soluğu çıkmayanlardan da değiliz.  Bilakis biz eserleriyle, yatırımlarıyla, projeleriyle konuşan bir hükûmetiz.  Biz Türkiye’nin 81 ili ve 922 ilçesinin tamamında ayak izi olan bir iktidarız.  İşte bugün burada olduğu gibi ülkemizin neresine giderseniz gidin orada hükûmetimizin bir eserini, bir hizmetini, bir mührünü mutlaka görürsünüz.  Bilhassa tarım, ormancılık ve su alanlarında ülkemizin çehresini değiştiren eserlere imza atmanın bahtiyarlığı içindeyiz.  Mevcutla hiçbir zaman yetinmiyor, hizmet halkamızı sürekli büyütüyoruz.  Bugün açılışını yaptığımız tüm bu yatırımların ülkemize kazandırılmasına öncülük eden herkesi tebrik ediyorum.  Bu eserlerin inşasında emeği geçen mühendisinden işçisine her bir kardeşime ülkem ve milletim adına şükranlarımı sunuyorum.  Hayırlı olsun.",bugün devlet su işleri tarafından inşa edilen yatırım bedeli milyar lirayı bulan tesisimizin resmî açılışını gerçekleştirdik türk ekonomisine yıllık milyar lira katkı sağlayacak tesislerimizin birinin aziz milletimize hayırlı uğurlu olmasını temenni ediyorum zaman söylüyorum meydanlarda verdiği sözleri göreve gelince unutanlardan değiliz seçim döneminde esip gürleyip sesi soluğu çıkmayanlardan değiliz bilakis eserleriyle yatırımlarıyla projeleriyle konuşan hükûmetiz türkiye ili ilçesinin tamamında ayak izi iktidarız bugün olduğu ülkemizin neresine giderseniz gidin hükûmetimizin eserini hizmetini mührünü mutlaka görürsünüz bilhassa tarım ormancılık su alanlarında ülkemizin çehresini değiştiren eserlere imza atmanın bahtiyarlığı içindeyiz mevcutla hiçbir zaman yetinmiyor hizmet halkamızı sürekli büyütüyoruz bugün açılışını yaptığımız yatırımların ülkemize kazandırılmasına öncülük eden tebrik ediyorum eserlerin inşasında emeği geçen mühendisinden işçisine kardeşime ülkem milletim adına şükranlarımı sunuyorum hayırlı olsun
8015,DSİ tarafından inşa edilen 369 tesisin toplu açılışını gerçekleştiriyoruz. https://nitter.mint.lgbt/i/broadcasts/1mnxepDvEgPJX,dsi tarafından inşa edilen tesisin toplu açılışını gerçekleştiriyoruz
8016,"Görevi küresel barışı ve istikrarı korumak olan Birleşmiş Milletler Güvenlik Konseyi, 7 Ekim'den bu yana “İsrail'i koruma ve kollama konseyine” dönüştü.                                                                                                                                  Bugün Birleşmiş Milletler İnsan Hakları Evrensel Beyannamesi'nin göz göre göre çiğnendiği yer, Gazze ve işgal edilmiş Filistin topraklarıdır.  İsrail'in hedef gözetmeksizin yaptığı saldırılar sonucunda 18 bini aşkın Gazzeli kardeşimiz şehit oldu.  Gazze'de sadece çocuklar, kadınlar, yaşlılar, gazeteciler değil aynı zamanda insanlığa dair tüm değerler de katledilmektedir.  Maalesef bu vahşet karşısında uluslararası kuruluşlar ve insan hakları örgütleri, ihlallerin önüne geçecek hiçbir somut adım atmıyor.  Ülkemizdeki Gezi olaylarında ve Ukrayna'nın işgalinde olay yerlerine kamp kurup saatlerce canlı yayın yapan BBC'den CNN'ye anlı şanlı basın organlarının en büyük icraatları, failleri gizleyip zulmü gözlerden kaçırmaktan ibaret.  Birleşmiş Milletler Güvenlik Konseyinden ise zaten bir umudumuz, beklentimiz kalmadı.  Ne “çatışmalar bir an önce dursun” diyen 121 ülkenin iradesi ne Birleşmiş Milletler Genel Sekreteri'nin çabaları ne de geçici üyelerin samimi gayretleri Güvenlik Konseyinin daimi üyelerini harekete geçirmeye yetmedi.  Dün gece yapılan oylamada Amerika'nın vetosu nedeniyle yine ateşkes kararı çıkmadı.  Aralarında daimi üyelerin de olduğu 13 ülkenin tasarıya “evet” oyu vermesine rağmen maalesef sonuç değişmedi.  Dünyanın 5'ten büyük olduğu gerçeği bir kez daha görülmüş oldu.  Gazze'deki zulümlerle birlikte Birleşmiş Milletlerin bu aciz ve işlevsiz yapısının da tüm dünyada sorgulanacağına inanıyoruz.",görevi küresel barışı istikrarı korumak birleşmiş milletler güvenlik konseyi ekim yana israil koruma kollama konseyine dönüştü bugün birleşmiş milletler insan hakları evrensel beyannamesi göz göre göre çiğnendiği yer gazze işgal edilmiş filistin topraklarıdır israil hedef gözetmeksizin yaptığı saldırılar sonucunda bini aşkın gazzeli kardeşimiz şehit oldu gazze sadece çocuklar kadınlar yaşlılar gazeteciler aynı zamanda insanlığa dair değerler katledilmektedir maalesef vahşet karşısında uluslararası kuruluşlar insan hakları örgütleri ihlallerin önüne geçecek hiçbir somut adım atmıyor ülkemizdeki gezi olaylarında ukrayna işgalinde olay yerlerine kamp kurup saatlerce canlı yayın yapan bbc cnn anlı şanlı basın organlarının büyük icraatları failleri gizleyip zulmü gözlerden kaçırmaktan ibaret birleşmiş milletler güvenlik konseyinden umudumuz beklentimiz kalmadı çatışmalar dursun diyen ülkenin iradesi birleşmiş milletler genel sekreteri çabaları geçici üyelerin samimi gayretleri güvenlik konseyinin daimi üyelerini harekete geçirmeye yetmedi dün gece yapılan oylamada amerika vetosu nedeniyle ateşkes kararı çıkmadı aralarında daimi üyelerin olduğu ülkenin tasarıya evet oyu vermesine maalesef sonuç değişmedi dünyanın büyük olduğu gerçeği görülmüş oldu gazze zulümlerle birlikte birleşmiş milletlerin aciz işlevsiz yapısının dünyada sorgulanacağına inanıyoruz
8017,"Birleşmiş Milletler İnsan Hakları Evrensel Beyannamesi'nin kabulünün 75'inci yıl dönümü ile Dünya İnsan Hakları Günü'nü tebrik ediyor, bu önemli günün başta mazlum ve mağdurlar olmak üzere tüm insanlık için hayırlara vesile olmasını Rabbimden niyaz ediyorum.                        10 Aralık Dünya İnsan Hakları Günü'nü dünyanın pek çok yerinde insan hakları ayaklar altına alınırken karşıladığımız bir gerçektir.  İnsan hak ve hürriyetleri açısından böylesi trajik bir dönemde Türkiye, insanı ve insani değerleri önceleyen bir anlayışla hamlelerine devam etmektedir.  Son 21 yılda hayata geçirdiğimiz sessiz devrimlerle vatandaşlarımızın Birleşmiş Milletler İnsan Hakları Evrensel Beyannamesi'nde kayıtlı hak ve özgürlüklerini kullanmalarını kısıtlayan pek çok engeli ortadan kaldırdık.  Cebinde ay yıldızlı kimlik taşıyan herkesin, hayatın tüm alanlarında bu ülkenin birinci sınıf vatandaşı olarak muamele görebilmesini temin ettik.  Ülkemizde hiç kimsenin kökeni, inancı, ibadeti, meşrebi, dili, kıyafeti, sakalı, başörtüsü, hülasaten dinî ve kültürel tercihleri sebebiyle ötekileştirilmediği bir iklimi hâkim kıldık.  Hiçbir farklılığına bakmaksızın tüm vatandaşlarına eşit davranan, bunları zenginlik olarak gören bir anlayışın yerleşmesini sağladık.  Şunu büyük bir memnuniyetle söylemek isterim: Türk demokrasisi, dünyada örnek gösterilen seviyeye yine bizim hükûmetlerimiz dönemizde ulaşmıştır.  İnsanımızın ihtiyaçları ve talepleri doğrultusunda, inanç hürriyeti konusunda ilave adımlar atmayı sürdüreceğiz.",birleşmiş milletler insan hakları evrensel beyannamesi kabulünün yıl dönümü dünya insan hakları günü tebrik ediyor önemli günün başta mazlum mağdurlar olmak insanlık hayırlara vesile olmasını rabbimden niyaz ediyorum aralık dünya insan hakları günü dünyanın pek yerinde insan hakları ayaklar altına alınırken karşıladığımız gerçektir insan hak hürriyetleri açısından böylesi trajik dönemde türkiye insanı insani değerleri önceleyen anlayışla hamlelerine devam etmektedir yılda hayata geçirdiğimiz sessiz devrimlerle vatandaşlarımızın birleşmiş milletler insan hakları evrensel beyannamesi kayıtlı hak özgürlüklerini kullanmalarını kısıtlayan pek engeli ortadan kaldırdık cebinde yıldızlı kimlik taşıyan herkesin hayatın alanlarında ülkenin birinci sınıf vatandaşı muamele görebilmesini temin ettik ülkemizde kimsenin kökeni inancı ibadeti meşrebi dili kıyafeti sakalı başörtüsü hülasaten dinî kültürel tercihleri sebebiyle ötekileştirilmediği iklimi hâkim kıldık hiçbir farklılığına bakmaksızın vatandaşlarına eşit davranan bunları zenginlik gören anlayışın yerleşmesini sağladık büyük memnuniyetle söylemek isterim türk demokrasisi dünyada örnek gösterilen seviyeye hükûmetlerimiz dönemizde ulaşmıştır insanımızın ihtiyaçları talepleri doğrultusunda inanç hürriyeti konusunda ilave adımlar atmayı sürdüreceğiz
8018,"AK Parti İnsan Hakları Başkanlığımızı Dünya İnsan Hakları Günü'nü layıkıyla idrak etmek amacıyla düzenlediği İnsanlığın Yüzü Programı için tebrik ediyor, bu anlamlı etkinliğe katkı veren tüm kurum ve kuruluşlara teşekkür ediyorum.",ak parti insan hakları başkanlığımızı dünya insan hakları günü layıkıyla idrak etmek amacıyla düzenlediği insanlığın yüzü programı tebrik ediyor anlamlı etkinliğe katkı veren kurum kuruluşlara teşekkür ediyorum
8019,"Başıboş sokak hayvanlarıyla ilgili artan şikâyetlerin farkındayız. Önceki gün Ankara'da bir evladımızın ağır yaralandığı elim hadise yüreğimizi dağladı…  Bu sorunu inancımız, kültürümüz ve şefkat medeniyetimizin bize vazettiği ilkeler çerçevesinde mutlaka çözüme kavuşturacağız.",başıboş sokak hayvanlarıyla ilgili artan şikâyetlerin farkındayız önceki gün ankara evladımızın ağır yaralandığı elim hadise yüreğimizi dağladı sorunu inancımız kültürümüz şefkat medeniyetimizin vazettiği ilkeler çerçevesinde mutlaka çözüme kavuşturacağız
8020,Dünya İnsan Hakları Günü “İnsanlığın Yüzü” Programı https://nitter.mint.lgbt/i/broadcasts/1mnGepDmLAQKX,dünya insan hakları günü insanlığın yüzü programı
8021,Cumhurbaşkanımız @RTErdogan:  “Dünyadaki her ülkede olduğu gibi bizim de çözmemiz gereken meseleler olduğunun farkındayız.  İnşallah önümüzdeki dönemde atacağımız adımlarla bu zorlukların hep birlikte üstesinden geleceğiz.”,cumhurbaşkanımız dünyadaki ülkede olduğu çözmemiz gereken meseleler olduğunun farkındayız inşallah önümüzdeki dönemde atacağımız adımlarla zorlukların birlikte üstesinden geleceğiz
8022,"İsrail Gazze’de sadece 18 bine yakın masumu katletmekle kalmıyor, çok zor şartlar altında görevini yapmaya çalışan basın mensuplarını da öldürüyor.  Uluslararası basın kuruluşları ne yazık ki bu tabloyu kabulleniyor.                                                                  Düşünebiliyor musunuz?  Her gün bir gazeteci katlediliyor ancak yıllardır bize basın özgürlüğünden dem vuran kurumların hiçbirinin gıkı dahi çıkmıyor.  Küresel medya kartelleri Gazze’deki vahşeti gözlerden kaçırmaya, Hamas bahanesiyle gazeteci katliamını meşrulaştırmaya çalışmaktadır.  Basın özgürlüğü ve medya ahlakının ötesinde insan onurunu yerle yeksan eden bu vicdansızlığı biz reddediyoruz.  Bugün Gazze’deki gazeteci ölümlerine ses çıkarmayanların yarın başka bir konuda söz söyleme hakları olamaz.  Aslolan bugün konuşmak, bugün yazmak, gerçekleri bugün anlatmaktır.  Türk basın-yayın organları işte bunu yapmanın, işte bunu başarabilmenin gayretindedir.  Her türlü riski göze alarak Gazze’den dünyaya hayati bir “iletişim koridoru” açan TRT’mizi, Anadolu Ajansımızı ve diğer basın kuruluşlarımızı canıgönülden tebrik ediyorum.  İsrail’in yalanlarla örülü propaganda makinesine karşı yürütülen, 130’un üzerinde yalanı ifşa eden Dezenformasyonla Mücadele Merkezimizin çalışmalarını takdirle karşılıyorum.  Tüm barbarlığına rağmen Gazzelilerin direniş azmini kıramayan İsrail, medyadaki propaganda savaşını da kaybetmektedir.  Olağanüstü bir gayret ve fedakârlık sergileyerek Gazze’deki insani dramı dünyaya duyuran tüm medya mensuplarına şükranlarımı sunuyorum.  İsrail saldırılarında hayatını kaybeden gazetecileri rahmetle yâd ediyorum.",israil gazze sadece bine yakın masumu katletmekle kalmıyor zor şartlar altında görevini yapmaya çalışan basın mensuplarını öldürüyor uluslararası basın kuruluşları yazık tabloyu kabulleniyor düşünebiliyor musunuz gün gazeteci katlediliyor yıllardır basın özgürlüğünden dem vuran kurumların hiçbirinin gıkı dahi çıkmıyor küresel medya kartelleri gazze vahşeti gözlerden kaçırmaya hamas bahanesiyle gazeteci katliamını meşrulaştırmaya çalışmaktadır basın özgürlüğü medya ahlakının ötesinde insan onurunu yerle yeksan eden vicdansızlığı reddediyoruz bugün gazze gazeteci ölümlerine ses çıkarmayanların yarın başka konuda söz söyleme hakları olamaz aslolan bugün konuşmak bugün yazmak gerçekleri bugün anlatmaktır türk basınyayın organları yapmanın başarabilmenin gayretindedir türlü riski göze alarak gazze dünyaya hayati iletişim koridoru açan trt anadolu ajansımızı basın kuruluşlarımızı canıgönülden tebrik ediyorum israil yalanlarla örülü propaganda makinesine karşı yürütülen üzerinde yalanı ifşa eden dezenformasyonla mücadele merkezimizin çalışmalarını takdirle karşılıyorum barbarlığına gazzelilerin direniş azmini kıramayan israil medyadaki propaganda savaşını kaybetmektedir olağanüstü gayret fedakârlık sergileyerek gazze insani dramı dünyaya duyuran medya mensuplarına şükranlarımı sunuyorum israil saldırılarında hayatını kaybeden gazetecileri rahmetle yâd ediyorum
8023,Dünya barışının anahtarı: Türkiye Yüzyılı… 🇹🇷,dünya barışının anahtarı türkiye yüzyılı
8024,TRT World Forum https://nitter.mint.lgbt/i/broadcasts/1ypKdkWLzdRxW,trt forum
8025,"Cumhurbaşkanımız @RTErdogan, Yunanistan ziyareti dönüşünde medya mensuplarının sorularını yanıtladı, gündeme ilişkin değerlendirmelerde bulundu.",cumhurbaşkanımız yunanistan ziyareti dönüşünde medya mensuplarının sorularını yanıtladı gündeme ilişkin değerlendirmelerde bulundu
8026,"Türkiye-Yunanistan Yüksek Düzeyli İşbirliği Konseyimizin beşinci toplantısını @PrimeministerGR ile bugün Atina'da gerçekleştirdik.  Dostane İlişkiler ve İyi Komşuluk Hakkında Atina Bildirgesi ile ilişkilerimizi geliştirme yönündeki irademizi en üst seviyede teyit ettik. 🇹🇷🇬🇷       Yaklaşık 5 milyar dolar olan ticaret hacmimizin 10 milyar dolara çıkarılmasında mutabıkız.  Görüşmelerimizde İpsala-Kipi Sınır Kapısı'nda ikinci köprü inşası gibi ulaştırma projelerinin önemine işaret ettik.    Terörle mücadele alanındaki iş birliğimizi nasıl geliştirebileceğimizi ele aldık. Lavrion Kampı'nın kapatılmasını memnuniyetle karşıladık.  Yunanistan'daki Türk azınlığı ve ülkemizdeki Rum azınlığı, beşerî ve kültürel zenginliğimizin yapı taşlarıdır.  Azınlıkların huzur ve refahının artması ilişkilerimizi olumlu yönde etkileyecektir.  Kıbrıs meselesinin Ada'daki gerçekler temelinde adil, kalıcı ve sürdürülebilir bir çözüme kavuşturulması tüm bölgenin yararına olacaktır.  Mevcut sorunlarımızı yapıcı diyalog, iyi komşuluk ve uluslararası hukuk çerçevesinde müşterek çabalarla çözüme kavuşturmak samimi temennimizdir.  Bizler aynı denizi, aynı coğrafyayı, aynı iklimi, hatta birçok alanda aynı kültürü paylaşan iki komşu ülkeyiz.  Biz Ege'yi bir barış ve iş birliği denizi haline getirelim istiyoruz.  Türkiye-Yunanistan olarak atacağımız ortak adımlarla tüm dünyaya örnek olalım arzusundayız.  Açık söylüyorum, bizim aramızda çözülemeyecek kadar büyük hiçbir sorun yok...",türkiyeyunanistan yüksek düzeyli işbirliği konseyimizin beşinci toplantısını bugün atina gerçekleştirdik dostane ilişkiler iyi komşuluk hakkında atina bildirgesi ilişkilerimizi geliştirme yönündeki irademizi üst seviyede teyit ettik yaklaşık milyar dolar ticaret hacmimizin milyar dolara çıkarılmasında mutabıkız görüşmelerimizde ipsalakipi sınır kapısı ikinci köprü inşası ulaştırma projelerinin önemine işaret ettik terörle mücadele alanındaki iş birliğimizi geliştirebileceğimizi ele aldık lavrion kampı kapatılmasını memnuniyetle karşıladık yunanistan türk azınlığı ülkemizdeki rum azınlığı beşerî kültürel zenginliğimizin yapı taşlarıdır azınlıkların huzur refahının artması ilişkilerimizi olumlu yönde etkileyecektir kıbrıs meselesinin ada gerçekler temelinde adil kalıcı sürdürülebilir çözüme kavuşturulması bölgenin yararına olacaktır mevcut sorunlarımızı yapıcı diyalog iyi komşuluk uluslararası hukuk çerçevesinde müşterek çabalarla çözüme kavuşturmak samimi temennimizdir bizler aynı denizi aynı coğrafyayı aynı iklimi alanda aynı kültürü paylaşan komşu ülkeyiz ege barış iş birliği denizi haline getirelim istiyoruz türkiyeyunanistan atacağımız ortak adımlarla dünyaya örnek olalım arzusundayız açık söylüyorum aramızda çözülemeyecek büyük hiçbir sorun yok
8027,Yunanistan Başbakanı Kiryakos Miçotakis ile Ortak Basın Toplantısı https://nitter.mint.lgbt/i/broadcasts/1kvJpvzpZAMKE,yunanistan başbakanı kiryakos miçotakis ortak basın toplantısı
8028,Yunanistan Cumhurbaşkanı Katerina Sakelaropulu ile İkili Görüşme https://nitter.mint.lgbt/i/broadcasts/1lPKqbPAPXMGb,yunanistan cumhurbaşkanı katerina sakelaropulu ikili görüşme
8029,Cumhurbaşkanımız @RTErdogan:  “Gazze halkına uygulanan zulme karşı çıkmak için sadece ‘insan’ olmak yeterlidir.”,cumhurbaşkanımız gazze halkına uygulanan zulme karşı çıkmak sadece insan olmak yeterlidir
8030,"Hiç kimsenin ülkemizi depreme hazırlamadaki en önemli aracımız olan kentsel dönüşüm projelerini dinamitlemesine, yavaşlatmasına, sulandırmasına izin vermeyeceğiz.                                                                                                                        2012 yılında tarihimizde ilk defa kentsel dönüşüm yasasını çıkardık. Türkiye genelinde 480 milyar liralık yatırımla 2 milyon 200 bin bağımsız bölümün dönüşümünü tamamladık.    Maruz kaldığı onca haksız, insafsız eleştirilere rağmen TOKİ vasıtasıyla şimdiye kadar 1,3 milyon konutu tamamladık, hak sahiplerine teslim ettik.  Kentsel dönüşümün ne kadar önemli olduğunun en son ve somut örneği 6 Şubat depremleridir. Bu konu siyaset üstü, siyasi partiler üstü bir meseledir.  İnancımızda da tedbir, tevekkülden önce gelir.  Ancak üzülerek ifade etmek isterim ki attığımız her adımda tamamen ideolojik saiklerle hareket eden bir kesimi karşımızda bulduk.    Eylül ayında çok geniş bir katılımla Deprem Gerçeği ve Kentsel Dönüşüm Şûrası düzenledik, ortaya çıkan çalışmalar ışığında yeni bir kentsel dönüşüm yasası hazırladık.    Düzenlemenin tek bir gayesi vardır, o da kentsel dönüşümü hızlandırarak milletimizin ve şehirlerimizin can ve mal güvenliğini sağlamaktır.  Yeni kanunla getirilen düzenlemelerde herhangi bir rant sağlama amacı veya hak sahiplerinin başka bir bölgeye gönderilmesi söz konusu değildir.    Kentsel dönüşümde Marmara Bölgemize özel önem veriyoruz. Amacımız, İstanbul’da her yıl 350 bin konut inşa ederek 5 yıl içinde acil dönüşüm gerektiren tüm binaları yenilemektir.    Vatandaşlarımızın canları ve mallarıyla bir daha 6 Şubat depremlerindeki gibi bedeller ödememesi için çalışmalarımızı kararlılıkla sürdüreceğiz.",kimsenin ülkemizi depreme hazırlamadaki önemli aracımız kentsel dönüşüm projelerini dinamitlemesine yavaşlatmasına sulandırmasına izin vermeyeceğiz yılında tarihimizde kentsel dönüşüm yasasını çıkardık türkiye genelinde milyar liralık yatırımla milyon bağımsız bölümün dönüşümünü tamamladık maruz kaldığı onca haksız insafsız eleştirilere toki vasıtasıyla şimdiye milyon konutu tamamladık hak sahiplerine teslim ettik kentsel dönüşümün önemli olduğunun somut örneği şubat depremleridir konu siyaset üstü siyasi partiler üstü meseledir inancımızda tedbir tevekkülden gelir üzülerek ifade etmek isterim attığımız adımda tamamen ideolojik saiklerle hareket eden kesimi karşımızda bulduk eylül ayında geniş katılımla deprem gerçeği kentsel dönüşüm şûrası düzenledik ortaya çıkan çalışmalar ışığında yeni kentsel dönüşüm yasası hazırladık düzenlemenin tek gayesi vardır kentsel dönüşümü hızlandırarak milletimizin şehirlerimizin mal güvenliğini sağlamaktır yeni kanunla getirilen düzenlemelerde herhangi rant sağlama amacı hak sahiplerinin başka bölgeye gönderilmesi söz konusu değildir kentsel dönüşümde marmara bölgemize özel önem veriyoruz amacımız istanbul yıl konut inşa ederek yıl acil dönüşüm gerektiren binaları yenilemektir vatandaşlarımızın canları mallarıyla şubat depremlerindeki bedeller ödememesi çalışmalarımızı kararlılıkla sürdüreceğiz
8031,"Operasyonlarımız neticesinde bitkisel hayata giren bölücü terör örgütünü canlandırma, yeniden palazlandırma çabalarının farkındayız. Kimin kiminle iş tuttuğunu çok iyi biliyoruz.  Daha önce yaptığımız gibi bir gece ansızın gelerek tüm senaryoları yırtıp atmaktan çekinmeyiz.",operasyonlarımız neticesinde bitkisel hayata giren bölücü terör örgütünü canlandırma yeniden palazlandırma çabalarının farkındayız kiminle iş tuttuğunu iyi biliyoruz yaptığımız gece ansızın gelerek senaryoları yırtıp atmaktan çekinmeyiz
8032,"Batı’nın etekleri altına saklanan İsrail yönetimi zulmünü ne kadar tırmandırırsa ödeyeceği bedel de o kadar ağır olacaktır.  Çocukları, kadınları, silahsız insanları dünyanın en modern savaş araçlarıyla öldürmek sadece İsrail yöneticileri gibi korkaklara mahsus bir zavallılıktır.  Gazze’deki bir avuç sivil karşısında yüreği de bacağı da titreyen İsrail’in gerçek bir orduyla, gerçek bir güçle karşı karşıya geldiğinde paramparça olacağı muhakkaktır.    İsrail yönetiminin böyle bir acı akıbete gerek kalmadan bir an önce aklını başına toplamasını ümit ediyoruz.  Bölgeye huzur gelmesinin tek yolunun 1967 sınırlarında, Doğu Kudüs’ün başkenti olduğu, coğrafi bütünlüğe sahip, bağımsız, egemen bir Filistin devletinin kuruluşundan geçtiğini bir kez daha hatırlatıyoruz.",batı etekleri altına saklanan israil yönetimi zulmünü tırmandırırsa ödeyeceği bedel ağır olacaktır çocukları kadınları silahsız insanları dünyanın modern savaş araçlarıyla öldürmek sadece israil yöneticileri korkaklara mahsus zavallılıktır gazze avuç sivil karşısında yüreği bacağı titreyen israil gerçek orduyla gerçek güçle karşı karşıya geldiğinde paramparça olacağı muhakkaktır israil yönetiminin acı akıbete gerek kalmadan aklını başına toplamasını ümit ediyoruz bölgeye huzur gelmesinin tek yolunun sınırlarında doğu kudüs başkenti olduğu coğrafi bütünlüğe sahip bağımsız egemen filistin devletinin kuruluşundan geçtiğini hatırlatıyoruz
8033,"6 Şubat depremlerinde yıkılan şehirlerimizi ayağa kaldırmaya yönelik çalışmalarımızda en küçük bir aksaklığa, en küçük bir ihmale izin vermiyoruz, vermeyeceğiz.  İnşasına başlanan 250 bin bağımsız bölümden 46 binini yılbaşından önce hak sahiplerine teslim edeceğiz.",şubat depremlerinde yıkılan şehirlerimizi ayağa kaldırmaya yönelik çalışmalarımızda küçük aksaklığa küçük ihmale izin vermiyoruz vermeyeceğiz inşasına başlanan bağımsız bölümden binini yılbaşından hak sahiplerine teslim edeceğiz
